run,minR,repetition,Module,Packets Sent,SF,TotalEnergyConsumed,TP,X,Y
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8487],687,9,0.020635648,13,-607.92146813884,-1493.5700499926
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8488],628,10,0.0339542016,3,1259.2303501819,-1995.7974851604
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8489],597,12,0.107593728,10,-3720.6843767771,1981.2427139051
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8490],729,7,0.0070383908571429,2,-889.24369938723,439.06026255567
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8491],559,12,0.100745216,8,-1199.1463470665,3448.2086647986
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8492],596,11,0.058589184,9,-812.70774884237,-2326.0728097701
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8493],580,12,0.10452992,4,-4153.7979288723,768.8881096734
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8494],526,12,0.094797824,13,-2263.8329012329,3141.1498506363
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8495],583,12,0.105070592,11,-2892.2557546217,-1536.7773259918
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8496],573,12,0.103268352,5,3837.1470761275,-733.96022103453
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8497],650,11,0.0638976,2,1692.0426908062,-2609.5067110894
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8498],666,11,0.065470464,12,1545.8620416615,-2254.5893373699
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8499],559,12,0.100745216,10,-3773.3546111965,-1284.6794267043
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8500],688,8,0.011624448,8,1061.1157592631,-382.1229432495
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8501],736,9,0.022107477333333,12,1576.5444607874,166.54317730264
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8502],562,12,0.101285888,12,-3409.9003603729,2376.8026502888
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8503],588,12,0.105971712,9,-874.53003131334,-3838.6435726183
